TreeRepresentative	ClusterID	GenomeID	Contig	ID	strand	start	end	DefenseSystem	Feature_type	gene	genomad_specificity_class	HMM_Annot_IDs	product_description	PlotLabel	fill
WP_223667625.1	III	GCF_020034555.1	NZ_CP083262.1	WP_223667630.1	-	1839091	1840293	NA	CDS	NA	NA	PF07690	Bcr/CflA family multidrug efflux MFS transporter	PF07690	else
WP_223667625.1	III	GCF_020034555.1	NZ_CP083262.1	WP_049214985.1	-	1840328	1840717	NA	CDS	NA	CP;PC	PF02962;K01826;COG3232;PF02962;K01826;COG3232;TIGR00013	5-carboxymethyl-2-hydroxymuconate isomerase	PF02962	else
WP_223667625.1	III	GCF_020034555.1	NZ_CP083262.1	WP_223667632.1	-	1840793	1841638	NA	CDS	hpaD	CP;PC	PF02900;K00455;TIGR02298;COG3384	3,4-dihydroxyphenylacetate 2,3-dioxygenase	hpaD	else
WP_223667625.1	III	GCF_020034555.1	NZ_CP083262.1	WP_223667635.1	-	1841657	1843117	NA	CDS	hpaE	PC	PF07368;TIGR00407;COG0014;K18601	gamma-glutamyl phosphate reductase	hpaE	else
WP_223667625.1	III	GCF_020034555.1	NZ_CP083262.1	WP_049214979.1	-	1843136	1843900	NA	CDS	NA	NA	PF01557	fumarylacetoacetate hydrolase family protein	PF01557	else
WP_223667625.1	III	GCF_020034555.1	NZ_CP083262.1	WP_223667637.1	-	1843914	1844621	NA	CDS	NA	NA	PF01557	fumarylacetoacetate hydrolase family protein	PF01557	else
WP_223667625.1	III	GCF_020034555.1	NZ_CP083262.1	WP_082303074.1	-	1844600	1845928	NA	CDS	NA	NA	PF06808	TRAP transporter large permease	PF06808	else
WP_223667625.1	III	GCF_020034555.1	NZ_CP083262.1	WP_049214978.1	-	1845933	1846460	NA	CDS	NA	CP;PC	PF04290;COG3090;K11689;PF04290;COG4665;K11689	TRAP-type C4-dicarboxylate transport system, small permease component;TRAP-type mannitol/chloroaromatic compound transport system, small permease component	PF04290	else
WP_223667625.1	III	GCF_020034555.1	NZ_CP083262.1	WP_049214976.1	-	1846479	1847501	NA	CDS	NA	NA	PF03480	TRAP transporter substrate-binding protein	PF03480	else
WP_223667625.1	III	GCF_020034555.1	NZ_CP083262.1	WP_397307248.1	-	1847655	1848560	NA	CDS	hpaA	NA	PF02311;PF12833	4-hydroxyphenylacetate catabolism regulatory protein HpaA	hpaA	else
WP_223667625.1	III	GCF_020034555.1	NZ_CP083262.1	WP_049214973.1	+	1848828	1850426	NA	CDS	hpaB	CP	PF03241;PF11794;K00483;TIGR02310;COG2368;PF03241;PF11794;K21184;TIGR02310;COG2368;PF03241;PF11794;K24293;TIGR02310;COG2368;PF11794;PF03241;K14534;TIGR02310;COG2368	4-hydroxyphenylacetate 3-monooxygenase, oxygenase component	hpaB	else
WP_224250614.1	Ib	GCF_020116575.1	NZ_VNUU01000058.1	WP_224250613.1	-	232	4074	NA	CDS	NA	PC	NA	hypothetical protein	hypothetical protein	else
WP_224250614.1	Ib	GCF_020116575.1	NZ_VNUU01000058.1	WP_163470966.1	-	4236	4838	NA	CDS	NA	NA	PF00589	site-specific integrase	PF00589	integrase
WP_224250614.1	Ib	GCF_020116575.1	NZ_VNUU01000058.1	WP_224250614.1	+	5409	9248	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_224250614.1	Ib	GCF_020116575.1	NZ_VNUU01000058.1	WP_224250615.1	-	9533	10729	NA	CDS	NA	NA	PF00589;PF13356;PF22022	tyrosine-type recombinase/integrase	PF00589;PF13356;PF22022	integrase
WP_224250614.1	Ib	GCF_020116575.1	NZ_VNUU01000058.1	FML32_RS26165	-	10904	10978	NA	tRNA	NA	NA	NA	tRNA-Arg	tRNA	tRNA
WP_224250614.1	Ib	GCF_020116575.1	NZ_VNUU01000058.1	WP_004104191.1	-	11053	11949	NA	CDS	NA	NA	PF01226	formate/nitrite transporter family protein	PF01226	else
WP_224250614.1	Ib	GCF_020116575.1	NZ_VNUU01000058.1	WP_004104189.1	+	12208	12969	NA	CDS	mlaA	NA	PF04333	phospholipid-binding lipoprotein MlaA	mlaA	else
WP_224382917.1	IV	GCF_020138635.1	NZ_CP075961.1	WP_011591932.1	+	997226	997405	NA	CDS	NA	NA	PF08279	HTH domain-containing protein	PF08279	else
WP_224382917.1	IV	GCF_020138635.1	NZ_CP075961.1	WP_224382912.1	+	997857	998804	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_224382917.1	IV	GCF_020138635.1	NZ_CP075961.1	WP_115651049.1	-	999025	999828	NA	CDS	NA	CP	PF02517	Type II CAAX prenyl endopeptidase Rce1-like	PF02517	else
WP_224382917.1	IV	GCF_020138635.1	NZ_CP075961.1	WP_224382913.1	+	1000081	1000875	NA	CDS	NA	NA	PF04389	M28 family metallopeptidase	PF04389	else
WP_224382917.1	IV	GCF_020138635.1	NZ_CP075961.1	WP_111936558.1	-	1001024	1001743	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_224382917.1	IV	GCF_020138635.1	NZ_CP075961.1	WP_143860305.1	-	1001812	1003038	NA	CDS	NA	NA	PF01546;PF07687	M20 metallopeptidase family protein	PF01546;PF07687	else
WP_224382917.1	IV	GCF_020138635.1	NZ_CP075961.1	WP_138290049.1	+	1003376	1004185	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_224382917.1	IV	GCF_020138635.1	NZ_CP075961.1	WP_317984264.1	+	1004292	1004669	NA	CDS	tnpA	NA	PF01797	IS200/IS605 family transposase	tnpA	else
WP_224382917.1	IV	GCF_020138635.1	NZ_CP075961.1	WP_224382914.1	+	1004680	1005834	NA	CDS	tnpB	NA	PF01385;PF07282;PF12323	IS200/IS605 family element RNA-guided endonuclease TnpB	tnpB	else
WP_224382917.1	IV	GCF_020138635.1	NZ_CP075961.1	WP_004459098.1	-	1005990	1006322	NA	CDS	NA	NA	PF12650	DUF3784 domain-containing protein	PF12650	else
WP_224382917.1	IV	GCF_020138635.1	NZ_CP075961.1	WP_224382915.1	-	1007000	1009123	NA	CDS	feoB	CP	PF07664;PF07670;PF07664;COG0700;PF07670;PF07664;COG3366;PF07670;PF07664;COG3366;TIGR02871	Ferrous iron transport protein B C terminus;Nucleoside recognition; Ferrous iron transport protein B C terminus	feoB	else
WP_224382917.1	IV	GCF_020138635.1	NZ_CP075961.1	WP_111945333.1	-	1009141	1009359	NA	CDS	NA	CC;CP	PF04023;COG1918;K04759	Fe2+ transport system protein FeoA	PF04023	else
WP_224382917.1	IV	GCF_020138635.1	NZ_CP075961.1	WP_224382916.1	+	1010259	1011083	NA	CDS	NA	NA	NA	Tim44 domain-containing protein	Tim44 domain-containing protein	else
WP_224382917.1	IV	GCF_020138635.1	NZ_CP075961.1	WP_110060607.1	+	1011103	1011402	NA	CDS	NA	NA	PF00542	ribosomal protein L7/L12	PF00542	else
WP_224382917.1	IV	GCF_020138635.1	NZ_CP075961.1	WP_224382917.1	+	1011674	1015456	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_224382917.1	IV	GCF_020138635.1	NZ_CP075961.1	WP_224382918.1	+	1015720	1018611	RM_type_IV	CDS	NA	NA	PF00271;PF04851;PF11907;PF13091	mREase_IV	mREase_IV	RM_type_IV
WP_224382917.1	IV	GCF_020138635.1	NZ_CP075961.1	WP_224382919.1	+	1019057	1019317	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_224382917.1	IV	GCF_020138635.1	NZ_CP075961.1	WP_224382920.1	+	1019584	1019766	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_224382917.1	IV	GCF_020138635.1	NZ_CP075961.1	WP_224382921.1	+	1020051	1021286	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_224382917.1	IV	GCF_020138635.1	NZ_CP075961.1	WP_224382922.1	+	1021219	1022142	NA	CDS	NA	NA	PF13676	toll/interleukin-1 receptor domain-containing protein	PF13676	else
WP_224382917.1	IV	GCF_020138635.1	NZ_CP075961.1	WP_224382923.1	-	1022307	1023329	NA	CDS	NA	NA	PF03811;PF13610	IS6 family transposase	PF03811;PF13610	else
WP_224382917.1	IV	GCF_020138635.1	NZ_CP075961.1	WP_224382924.1	+	1023729	1024118	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_224382917.1	IV	GCF_020138635.1	NZ_CP075961.1	WP_224382925.1	+	1024120	1024545	NA	CDS	NA	NA	PF08937	TIR domain-containing protein	PF08937	else
WP_224382917.1	IV	GCF_020138635.1	NZ_CP075961.1	WP_224382926.1	-	1024721	1025047	NA	CDS	NA	NA	PF06114	ImmA/IrrE family metallo-endopeptidase	PF06114	else
WP_224382917.1	IV	GCF_020138635.1	NZ_CP075961.1	WP_224382927.1	-	1025154	1025696	NA	CDS	NA	NA	PF01381	helix-turn-helix domain-containing protein	PF01381	else
WP_224382917.1	IV	GCF_020138635.1	NZ_CP075961.1	WP_224382928.1	+	1026962	1028890	NA	CDS	NA	VC;VV	PF00476;PF00476;COG0749;PF13482;COG0749	DNA polymerase family A;DNA polymerase I - 3'-5' exonuclease and polymerase domains	PF00476;PF01612	phage
WP_195608912.1	VIII	GCF_020149745.1	NZ_CP083813.1	LA330_RS11630	+	3233892	3234965	NA	CDS	NA	NA	NA	carboxypeptidase-like regulatory domain-containing protein	carboxypeptidase-like regulatory domain-containing protein	else
WP_195608912.1	VIII	GCF_020149745.1	NZ_CP083813.1	WP_004300590.1	+	3235578	3235898	NA	CDS	NA	NA	PF13560	helix-turn-helix domain-containing protein	PF13560	else
WP_195608912.1	VIII	GCF_020149745.1	NZ_CP083813.1	WP_025813877.1	+	3236016	3237389	PDC-S27	CDS	NA	NA	PF01637;PF03008;PF09339	PDC-S27	PDC-S27	else
WP_195608912.1	VIII	GCF_020149745.1	NZ_CP083813.1	WP_004300588.1	+	3237426	3238919	RM_type_I	CDS	NA	NA	PF02384;PF12161	MTase_I	MTase_I	RM_type_I
WP_195608912.1	VIII	GCF_020149745.1	NZ_CP083813.1	WP_004300587.1	+	3238925	3240457	RM_type_I	CDS	NA	NA	PF02384;PF12161	MTase_I	MTase_I	RM_type_I
WP_195608912.1	VIII	GCF_020149745.1	NZ_CP083813.1	WP_004300586.1	+	3240450	3241580	RM_type_I	CDS	NA	NA	PF01420	Specificity_I	Specificity_I	RM_type_I
WP_195608912.1	VIII	GCF_020149745.1	NZ_CP083813.1	WP_004300585.1	+	3241638	3242621	NA	CDS	xerA	NA	PF00589;PF13495	site-specific tyrosine recombinase/integron integrase	xerA	integrase
WP_195608912.1	VIII	GCF_020149745.1	NZ_CP083813.1	WP_004300584.1	+	3242623	3243774	RM_type_I	CDS	NA	NA	PF01420	Specificity_I	Specificity_I	RM_type_I
WP_195608912.1	VIII	GCF_020149745.1	NZ_CP083813.1	WP_004300583.1	+	3243807	3246737	RM_type_I	CDS	NA	NA	PF04313;PF18766;PF22679	REase_I	REase_I	RM_type_I
WP_195608912.1	VIII	GCF_020149745.1	NZ_CP083813.1	WP_004300582.1	+	3246761	3248581	HEC-05	CDS	NA	NA	PF03235	HEC-05	HEC-05	HEC-05
WP_195608912.1	VIII	GCF_020149745.1	NZ_CP083813.1	WP_004300581.1	+	3248635	3252255	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_195608912.1	VIII	GCF_020149745.1	NZ_CP083813.1	WP_004300580.1	-	3252376	3252915	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_195608912.1	VIII	GCF_020149745.1	NZ_CP083813.1	WP_004300579.1	-	3252920	3254131	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_195608912.1	VIII	GCF_020149745.1	NZ_CP083813.1	WP_032855182.1	-	3254128	3254547	NA	CDS	NA	NA	PF21983	plasmid mobilization protein	PF21983	else
WP_195608912.1	VIII	GCF_020149745.1	NZ_CP083813.1	WP_004300576.1	-	3254862	3255932	NA	CDS	NA	NA	PF13481	AAA family ATPase	PF13481	else
WP_195608912.1	VIII	GCF_020149745.1	NZ_CP083813.1	WP_004300575.1	-	3255935	3256309	NA	CDS	NA	NA	PF12728	helix-turn-helix domain-containing protein	PF12728	else
WP_195608912.1	VIII	GCF_020149745.1	NZ_CP083813.1	WP_004300574.1	-	3256409	3257182	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_195608912.1	VIII	GCF_020149745.1	NZ_CP083813.1	WP_032855155.1	-	3257350	3258465	NA	CDS	NA	NA	PF00589;PF13102;PF17293	tyrosine-type recombinase/integrase	PF00589;PF13102;PF17293	integrase
WP_195608912.1	VIII	GCF_020149745.1	NZ_CP083813.1	WP_004300570.1	-	3258583	3259461	NA	CDS	NA	NA	PF12728	helix-turn-helix domain-containing protein	PF12728	else
WP_195608912.1	VIII	GCF_020149745.1	NZ_CP083813.1	LA330_RS11725	+	3259746	3261152	NA	CDS	NA	NA	NA	TonB-dependent receptor	TonB-dependent receptor	else
WP_195608912.1	VIII	GCF_020149745.1	NZ_CP083813.1	WP_004300566.1	+	3261234	3262310	NA	CDS	NA	NA	PF06580	sensor histidine kinase	PF06580	else
WP_195608912.1	VIII	GCF_020149745.1	NZ_CP083813.1	WP_004300564.1	+	3262307	3263386	NA	CDS	NA	NA	PF06580	sensor histidine kinase	PF06580	else
WP_195608912.1	VIII	GCF_020149745.1	NZ_CP083813.1	WP_004300562.1	+	3263383	3264099	NA	CDS	NA	NA	PF00072;PF04397	LytR/AlgR family response regulator transcription factor	PF00072;PF04397	else
WP_195608912.1	VIII	GCF_020149745.1	NZ_CP083813.1	WP_004304159.1	+	3264164	3264712	NA	CDS	NA	NA	PF00196;PF04542	RNA polymerase sigma-70 factor	PF00196;PF04542	else
WP_195608912.1	VIII	GCF_020149745.1	NZ_CP083813.1	WP_004300558.1	+	3264798	3265967	NA	CDS	NA	NA	PF04773;PF16344	FecR family protein	PF04773;PF16344	else
WP_224471242.1	III	GCF_020164555.1	NZ_JAIQZB010000036.1	LB465_RS17605	-	1	181	NA	CDS	NA	NA	NA	IS5/IS1182 family transposase	IS5/IS1182 family transposase	else
WP_224471242.1	III	GCF_020164555.1	NZ_JAIQZB010000036.1	WP_224471233.1	+	739	1101	NA	CDS	NA	VP	NA	hypothetical protein	hypothetical protein	else
WP_224471242.1	III	GCF_020164555.1	NZ_JAIQZB010000036.1	WP_224471234.1	-	1382	1537	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_224471242.1	III	GCF_020164555.1	NZ_JAIQZB010000036.1	WP_224471235.1	-	1527	2222	NA	CDS	NA	PC	PF10706;COG4849	Predicted nucleotidyltransferase	PF08843	else
WP_224471242.1	III	GCF_020164555.1	NZ_JAIQZB010000036.1	WP_224471236.1	-	2216	2728	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_224471242.1	III	GCF_020164555.1	NZ_JAIQZB010000036.1	WP_224471237.1	-	3138	4376	NA	CDS	NA	NA	PF00589;PF13102;PF17293	site-specific integrase	PF00589;PF13102;PF17293	integrase
WP_224471242.1	III	GCF_020164555.1	NZ_JAIQZB010000036.1	WP_224471238.1	+	4811	6127	NA	CDS	NA	NA	PF00589;PF13102	tyrosine-type recombinase/integrase	PF00589;PF13102	integrase
WP_224471242.1	III	GCF_020164555.1	NZ_JAIQZB010000036.1	WP_224471239.1	+	6474	6749	NA	CDS	NA	NA	PF12728	helix-turn-helix domain-containing protein	PF12728	else
WP_224471242.1	III	GCF_020164555.1	NZ_JAIQZB010000036.1	WP_224471240.1	+	6942	7523	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_224471242.1	III	GCF_020164555.1	NZ_JAIQZB010000036.1	WP_224471241.1	+	7542	7886	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_224471242.1	III	GCF_020164555.1	NZ_JAIQZB010000036.1	WP_224471242.1	+	8027	11896	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_224471242.1	III	GCF_020164555.1	NZ_JAIQZB010000036.1	LB465_RS17660	-	12009	12117	NA	CDS	NA	NA	NA	IS1595 family transposase	IS1595 family transposase	else
WP_224965000.1	III	GCF_020172725.1	NZ_CP083989.1	K9S41_RS05685	+	1220509	1221716	NA	CDS	NA	NA	NA	IS256 family transposase	IS256 family transposase	else
WP_224965000.1	III	GCF_020172725.1	NZ_CP083989.1	WP_224964995.1	-	1222350	1224335	NA	CDS	NA	PC	PF06527;PF06527;PF08274;PF04936;TIGR01206;COG1996	TniQ;TniQ; PhnA Zinc-Ribbon	PF06527	else
WP_224965000.1	III	GCF_020172725.1	NZ_CP083989.1	WP_004819300.1	-	1224332	1225282	NA	CDS	NA	NA	PF05621	TniB family NTP-binding protein	PF05621	else
WP_224965000.1	III	GCF_020172725.1	NZ_CP083989.1	WP_096733312.1	-	1225269	1227152	NA	CDS	NA	NA	PF09299	Mu transposase C-terminal domain-containing protein	PF09299	else
WP_224965000.1	III	GCF_020172725.1	NZ_CP083989.1	WP_224964996.1	-	1227154	1227858	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_224965000.1	III	GCF_020172725.1	NZ_CP083989.1	WP_224964997.1	-	1228085	1228339	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_224965000.1	III	GCF_020172725.1	NZ_CP083989.1	WP_224964998.1	+	1228501	1229355	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_224965000.1	III	GCF_020172725.1	NZ_CP083989.1	WP_004819310.1	-	1229423	1229665	DMS_other	CDS	NA	NA	PF01527	DrmC	DrmC	DMS_other
WP_224965000.1	III	GCF_020172725.1	NZ_CP083989.1	WP_224964999.1	+	1229781	1230029	DMS_other	CDS	NA	NA	PF01381	Control_protein	Control_protein	DMS_other
WP_224965000.1	III	GCF_020172725.1	NZ_CP083989.1	WP_224965000.1	-	1230049	1233825	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_224965000.1	III	GCF_020172725.1	NZ_CP083989.1	WP_224965001.1	+	1234208	1235560	NA	CDS	NA	PP	PF03349;K06076;COG2067	Outer membrane protein transport protein (OMPP1/FadL/TodX)	PF03349	plasmid
WP_224965000.1	III	GCF_020172725.1	NZ_CP083989.1	WP_224965002.1	-	1235644	1236540	NA	CDS	NA	NA	PF07859	alpha/beta hydrolase	PF07859	else
WP_224965000.1	III	GCF_020172725.1	NZ_CP083989.1	WP_224965003.1	+	1236663	1237274	NA	CDS	NA	CP	PF00440;K02167;TIGR03384;COG3226	transcriptional repressor BetI	PF00440	else
WP_224965000.1	III	GCF_020172725.1	NZ_CP083989.1	WP_224965501.1	-	1237338	1237544	NA	CDS	NA	NA	PF09917	DUF2147 domain-containing protein	PF09917	else
WP_224965000.1	III	GCF_020172725.1	NZ_CP083989.1	WP_224965004.1	-	1237541	1237783	NA	CDS	NA	NA	NA	DUF2147 domain-containing protein	DUF2147 domain-containing protein	else
WP_224965000.1	III	GCF_020172725.1	NZ_CP083989.1	K9S41_RS05760	+	1237894	1238572	NA	CDS	NA	NA	NA	IS1595 family transposase	IS1595 family transposase	else
WP_224965000.1	III	GCF_020172725.1	NZ_CP083989.1	K9S41_RS05765	-	1238973	1240160	NA	CDS	NA	NA	NA	TonB-dependent receptor	TonB-dependent receptor	else
WP_224965000.1	III	GCF_020172725.1	NZ_CP083989.1	WP_209827629.1	-	1240549	1241217	NA	CDS	NA	NA	PF00440	TetR/AcrR family transcriptional regulator	PF00440	else
WP_224965000.1	III	GCF_020172725.1	NZ_CP083989.1	WP_209827627.1	+	1241412	1242266	NA	CDS	NA	NA	PF10118	metal-dependent hydrolase	PF10118	else
WP_224965000.1	III	GCF_020172725.1	NZ_CP083989.1	WP_105714806.1	+	1242286	1242735	NA	CDS	NA	CP;PC	PF07858;K10533;COG4308;TIGR02096;PF16247;K10533;COG4308;TIGR02096	Limonene-1,2-epoxide hydrolase;Limonene-1,2-epoxide hydrolase catalytic domain	PF07858	else
WP_224965000.1	III	GCF_020172725.1	NZ_CP083989.1	WP_224965005.1	-	1243101	1243940	NA	CDS	NA	NA	PF10118	metal-dependent hydrolase	PF10118	else
WP_224965000.1	III	GCF_020172725.1	NZ_CP083989.1	WP_224965006.1	-	1244312	1245805	NA	CDS	NA	NA	PF13738	flavin-containing monooxygenase	PF13738	else
WP_224965000.1	III	GCF_020172725.1	NZ_CP083989.1	WP_410549110.1	-	1245971	1246111	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_224965000.1	III	GCF_020172725.1	NZ_CP083989.1	K9S41_RS05800	-	1246386	1246610	NA	CDS	NA	NA	NA	transposase	transposase	else
WP_224965000.1	III	GCF_020172725.1	NZ_CP083989.1	WP_224965007.1	-	1246819	1248141	NA	CDS	NA	NA	PF13520	basic amino acid/polyamine antiporter	PF13520	else
WP_224935214.1	Ib	GCF_020176975.1	NZ_JAIUDE010000020.1	WP_224935309.1	-	23489	23695	NA	CDS	NA	NA	NA	HAD hydrolase-like protein	HAD hydrolase-like protein	else
WP_224935214.1	Ib	GCF_020176975.1	NZ_JAIUDE010000020.1	WP_224935190.1	-	23708	24160	NA	CDS	NA	NA	PF13419	HAD hydrolase-like protein	PF13419	else
WP_224935214.1	Ib	GCF_020176975.1	NZ_JAIUDE010000020.1	WP_224935192.1	-	24366	25844	NA	CDS	NA	NA	PF01546	Sapep family Mn(2+)-dependent dipeptidase	PF01546	else
WP_224935214.1	Ib	GCF_020176975.1	NZ_JAIUDE010000020.1	WP_224935193.1	+	26055	28112	NA	CDS	NA	NA	PF01968;PF05378;PF19278	hydantoinase/oxoprolinase family protein	PF01968;PF05378;PF19278	else
WP_224935214.1	Ib	GCF_020176975.1	NZ_JAIUDE010000020.1	WP_224935195.1	+	28109	30139	NA	CDS	NA	NA	PF02538	hydantoinase B/oxoprolinase family protein	PF02538	else
WP_224935214.1	Ib	GCF_020176975.1	NZ_JAIUDE010000020.1	WP_224935198.1	+	30123	31196	NA	CDS	NA	CP;PC	PF13343;K02055;TIGR01276;COG4134;PF13416;K02055;TIGR03227;COG4134;PF13416;PF16339;K02055;TIGR03261;COG4134	2-aminoethylphosphonate ABC transporter, periplasmic 2-aminoethylphosphonate binding protein;putative 2-aminoethylphosphonate ABC transporter, periplasmic 2-aminoethylphosphonate-binding protein;thiamine ABC transporter, periplasmic binding protein	PF13416	else
WP_224935214.1	Ib	GCF_020176975.1	NZ_JAIUDE010000020.1	WP_224935201.1	+	31193	32275	NA	CDS	NA	NA	PF00005;PF08402	ABC transporter ATP-binding protein	PF00005;PF08402	else
WP_224935214.1	Ib	GCF_020176975.1	NZ_JAIUDE010000020.1	WP_224935204.1	+	32275	33141	NA	CDS	NA	CP	PF00528;K02054;COG4132;TIGR01253	ABC-type uncharacterized transport system, permease component	PF00528	else
WP_224935214.1	Ib	GCF_020176975.1	NZ_JAIUDE010000020.1	WP_224935206.1	+	33134	33940	NA	CDS	NA	NA	PF00528	ABC transporter permease	PF00528	else
WP_224935214.1	Ib	GCF_020176975.1	NZ_JAIUDE010000020.1	WP_224935209.1	+	34227	35633	NA	CDS	NA	NA	PF13565	ISNCY family transposase	PF13565	else
WP_224935214.1	Ib	GCF_020176975.1	NZ_JAIUDE010000020.1	WP_224935212.1	-	36072	37604	NA	CDS	NA	NA	PF00665;PF01527;PF13276;PF13333;PF13518	IS3 family transposase	PF00665;PF01527;PF13276;PF13333;PF13518	else
WP_224935214.1	Ib	GCF_020176975.1	NZ_JAIUDE010000020.1	WP_224935214.1	+	38310	42140	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_224935214.1	Ib	GCF_020176975.1	NZ_JAIUDE010000020.1	WP_224935216.1	-	42293	43171	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_224935214.1	Ib	GCF_020176975.1	NZ_JAIUDE010000020.1	WP_224935219.1	-	43174	43962	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_224935214.1	Ib	GCF_020176975.1	NZ_JAIUDE010000020.1	WP_224935222.1	-	44214	45374	NA	CDS	NA	NA	PF00665;PF13936	IS30 family transposase	PF00665;PF13936	else
WP_224935214.1	Ib	GCF_020176975.1	NZ_JAIUDE010000020.1	WP_224935225.1	-	45496	46254	septu_type_I	CDS	NA	NA	NA	PtuB1	PtuB1	septu_type_I
WP_224935214.1	Ib	GCF_020176975.1	NZ_JAIUDE010000020.1	WP_224935227.1	-	46247	47485	septu_type_I	CDS	NA	NA	PF13304	PtuA1	PtuA1	septu_type_I
WP_224935214.1	Ib	GCF_020176975.1	NZ_JAIUDE010000020.1	WP_224935229.1	-	48131	48877	septu_type_I	CDS	NA	NA	PF01844	PtuB1	PtuB1	septu_type_I
WP_224935214.1	Ib	GCF_020176975.1	NZ_JAIUDE010000020.1	WP_224935232.1	-	48874	50061	septu_type_I	CDS	NA	NA	PF13304	PtuA1	PtuA1	septu_type_I
WP_224935214.1	Ib	GCF_020176975.1	NZ_JAIUDE010000020.1	WP_224935235.1	-	50552	50812	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_224935214.1	Ib	GCF_020176975.1	NZ_JAIUDE010000020.1	WP_224935238.1	-	51084	52613	PDC-S24	CDS	NA	NA	PF02661	PDC-S24	PDC-S24	else
WP_224935214.1	Ib	GCF_020176975.1	NZ_JAIUDE010000020.1	WP_034823386.1	+	53233	53865	NA	CDS	NA	NA	PF03737	aldolase	PF03737	else
WP_224935214.1	Ib	GCF_020176975.1	NZ_JAIUDE010000020.1	WP_224935241.1	+	53929	55269	NA	CDS	NA	NA	PF07690	MFS transporter	PF07690	else
WP_225036193.1	VII	GCF_020180515.1	NZ_JAIPSH010000009.1	WP_225036193.1	-	1	3395	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_225036193.1	VII	GCF_020180515.1	NZ_JAIPSH010000009.1	LE447_RS09220	-	3608	4484	NA	CDS	NA	NA	NA	IS3 family transposase	IS3 family transposase	else
WP_225036193.1	VII	GCF_020180515.1	NZ_JAIPSH010000009.1	WP_016263493.1	+	4903	5544	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_225036193.1	VII	GCF_020180515.1	NZ_JAIPSH010000009.1	WP_171410867.1	+	5525	6349	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_225036193.1	VII	GCF_020180515.1	NZ_JAIPSH010000009.1	WP_014602939.1	-	6586	7497	NA	CDS	NA	NA	PF00126;PF03466	LysR family transcriptional regulator	PF00126;PF03466	else
WP_225036193.1	VII	GCF_020180515.1	NZ_JAIPSH010000009.1	WP_016263494.1	+	7713	8921	NA	CDS	NA	NA	PF07690	MFS transporter	PF07690	else
WP_225036193.1	VII	GCF_020180515.1	NZ_JAIPSH010000009.1	WP_073624825.1	+	9015	10118	NA	CDS	NA	NA	PF02129	alpha/beta hydrolase	PF02129	else
WP_225036193.1	VII	GCF_020180515.1	NZ_JAIPSH010000009.1	WP_128665046.1	-	10257	11840	NA	CDS	NA	PC	PF07368;TIGR00407;COG0014;K18601	gamma-glutamyl phosphate reductase	PF00171	else
WP_225036193.1	VII	GCF_020180515.1	NZ_JAIPSH010000009.1	WP_003111007.1	-	11969	12964	NA	CDS	araD1	PC	PF11010;COG3802;K14259;TIGR01266	Fumarylacetoacetate (FAA) hydrolase family protein	araD1	else
WP_225036193.1	VII	GCF_020180515.1	NZ_JAIPSH010000009.1	WP_003113703.1	-	12992	14167	NA	CDS	NA	NA	PF02746;PF13378	L-lyxonate dehydratase	PF02746;PF13378	else
WP_225036193.1	VII	GCF_020180515.1	NZ_JAIPSH010000009.1	WP_003113702.1	-	14198	15520	NA	CDS	NA	NA	PF07690	MFS transporter	PF07690	else
